,Year,NOC,Athletes,Sports,Events,Gold,Silver,Bronze
1320,1998,CRO,13,3,10,0,0,0
1321,1998,CZE,119,9,36,21,1,1
1322,1998,DEN,12,5,8,0,5,0
1323,1998,ESP,24,4,8,0,0,0
1324,1998,EST,48,5,17,0,0,0
1325,1998,FIN,132,10,34,2,7,49
1326,1998,FRA,159,12,47,2,1,12
1327,1998,GBR,38,7,17,0,0,4
1328,1998,GEO,6,2,6,0,0,0
1329,1998,GER,217,14,58,22,12,10
1330,1998,GRE,14,6,9,0,0,0
1331,1998,HUN,24,6,18,0,0,0
1332,1998,IND,1,1,1,0,0,0
1333,1998,IRL,10,2,4,0,0,0
1334,1998,ISL,5,1,3,0,0,0
1335,1998,ISR,3,1,2,0,0,0
1336,1998,ISV,9,2,3,0,0,0
1337,1998,ITA,179,13,54,3,9,5
1338,1998,JAM,6,1,2,0,0,0
1339,1998,JPN,245,14,65,8,1,4
1340,1998,KAZ,104,7,32,0,0,2
1341,1998,KEN,1,1,1,0,0,0
1342,1998,KGZ,2,1,2,0,0,0
1343,1998,KOR,71,8,28,5,3,1
1344,1998,LAT,49,6,23,0,0,0
1345,1998,LIE,13,2,9,0,0,0
1346,1998,LTU,16,3,11,0,0,0
1347,1998,LUX,1,1,1,0,0,0
1348,1998,MDA,4,1,4,0,0,0
1349,1998,MGL,2,1,2,0,0,0
1350,1998,MKD,1,1,1,0,0,0
1351,1998,MON,6,1,2,0,0,0
1352,1998,NED,48,3,16,5,4,2
1353,1998,NOR,149,10,48,13,15,12
1354,1998,NZL,7,5,6,0,0,0
1355,1998,POL,79,10,35,0,0,0
1356,1998,POR,2,2,2,0,0,0
1357,1998,PRK,17,2,7,0,0,0
1358,1998,PUR,6,2,3,0,0,0
1359,1998,ROU,29,6,22,0,0,0
1360,1998,RSA,3,2,3,0,0,0
1361,1998,RUS,197,12,52,14,32,6
1362,1998,SCG,2,1,2,0,0,0
1363,1998,SLO,62,7,21,0,0,0
1364,1998,SUI,118,12,39,6,5,3
1365,1998,SVK,64,7,20,0,0,0
1366,1998,SWE,146,10,42,0,2,5
1367,1998,TPE,9,3,5,0,0,0
1368,1998,TTO,2,1,1,0,0,0
1369,1998,UKR,104,10,41,0,1,0
1370,1998,URU,1,1,1,0,0,0
1371,1998,USA,283,14,68,25,4,5
1372,1998,UZB,3,2,3,0,0,0
1373,1998,VEN,1,1,1,0,0,0
1374,2000,AHO,8,6,8,0,0,0
1375,2000,ALB,5,3,5,0,0,0
1376,2000,ALG,51,10,42,1,1,3
1377,2000,AND,5,3,5,0,0,0
1378,2000,ANG,28,5,5,0,0,0
1379,2000,ANT,4,2,4,0,0,0
1380,2000,ARG,164,21,98,0,17,3
1381,2000,ARM,26,10,26,0,0,1
1382,2000,ARU,5,3,5,0,0,0
1383,2000,ASA,4,3,4,0,0,0
1384,2000,AUS,786,34,270,60,69,54
1385,2000,AUT,114,17,68,3,1,0
1386,2000,AZE,31,8,31,2,0,1
1387,2000,BAH,39,3,18,6,0,5
1388,2000,BAN,6,3,6,0,0,0
1389,2000,BAR,28,6,21,0,0,1
1390,2000,BDI,6,1,5,0,0,0
1391,2000,BEL,94,16,64,0,3,4
1392,2000,BEN,4,3,4,0,0,0
1393,2000,BER,7,4,6,0,0,0
1394,2000,BHU,2,1,2,0,0,0
1395,2000,BIH,9,4,9,0,0,0
1396,2000,BIZ,2,1,2,0,0,0
1397,2000,BLR,228,20,108,3,8,11
1398,2000,BOL,4,2,4,0,0,0
1399,2000,BOT,9,2,5,0,0,0
1400,2000,BRA,236,24,96,0,12,36
1401,2000,BRU,1,1,1,0,0,0
1402,2000,BUL,150,16,85,5,6,2
1403,2000,BUR,3,3,3,0,0,0
1404,2000,CAF,3,2,3,0,0,0
1405,2000,CAM,4,2,4,0,0,0
1406,2000,CAN,421,29,174,4,4,23
1407,2000,CAY,4,2,4,0,0,0
1408,2000,CGO,3,3,3,0,0,0
1409,2000,CHA,2,1,2,0,0,0
1410,2000,CHI,57,14,28,0,0,16
1411,2000,CHN,414,28,163,39,23,17
1412,2000,CIV,17,5,12,0,0,0
1413,2000,CMR,35,4,14,14,0,0
1414,2000,COD,1,1,1,0,0,0
1415,2000,COK,2,2,2,0,0,0
1416,2000,COL,54,13,45,1,0,0
1417,2000,COM,2,1,2,0,0,0
1418,2000,CPV,2,1,2,0,0,0
1419,2000,CRC,9,5,9,0,0,2
1420,2000,CRO,108,12,53,1,0,9
1421,2000,CUB,270,24,135,18,34,12
1422,2000,CYP,23,4,20,0,0,0
1423,2000,CZE,162,20,96,2,3,4
1424,2000,DEN,124,16,55,18,3,4
1425,2000,DJI,2,1,2,0,0,0
1426,2000,DMA,4,2,4,0,0,0
1427,2000,DOM,12,5,12,0,0,0
1428,2000,ECU,11,5,11,0,0,0
1429,2000,EGY,101,20,64,0,0,0
1430,2000,ERI,3,1,3,0,0,0
1431,2000,ESA,10,7,10,0,0,0
1432,2000,ESP,431,27,165,3,19,20
1433,2000,EST,41,11,29,1,0,2
1434,2000,ETH,27,2,11,4,1,3
1435,2000,FIJ,9,5,9,0,0,0
1436,2000,FIN,88,16,64,3,1,1
1437,2000,FRA,470,28,196,22,30,14
1438,2000,FSM,4,3,4,0,0,0
1439,2000,GAB,4,2,4,0,0,0
1440,2000,GAM,2,1,2,0,0,0
1441,2000,GBR,414,23,178,22,20,12
1442,2000,GBS,2,2,2,0,0,0
1443,2000,GEO,46,11,40,0,0,6
1444,2000,GEQ,3,2,3,0,0,0
1445,2000,GER,565,29,234,31,23,63
1446,2000,GHA,28,2,13,0,0,0
1447,2000,GRE,175,23,114,4,6,8
1448,2000,GRN,2,1,2,0,0,0
1449,2000,GUA,18,7,14,0,0,0
1450,2000,GUI,4,3,4,0,0,0
1451,2000,GUM,6,4,6,0,0,0
1452,2000,GUY,4,1,4,0,0,0
1453,2000,HAI,5,3,5,0,0,0
1454,2000,HKG,46,9,34,0,0,0
1455,2000,HON,8,2,2,0,0,0
1456,2000,HUN,237,23,137,25,24,4
1457,2000,INA,54,12,32,2,4,2
1458,2000,IND,63,13,37,0,0,1
1459,2000,IOA,4,3,4,0,0,0
1460,2000,IRI,34,12,33,3,0,1
1461,2000,IRL,76,10,52,0,1,0
1462,2000,IRQ,4,2,4,0,0,0
1463,2000,ISL,29,5,28,0,0,1
1464,2000,ISR,58,9,43,0,0,1
1465,2000,ISV,12,5,12,0,0,0
1466,2000,ITA,454,29,175,22,14,29
1467,2000,IVB,1,1,1,0,0,0
1468,2000,JAM,65,4,28,0,20,3
1469,2000,JOR,8,6,8,0,0,0
1470,2000,JPN,363,28,156,5,31,8
1471,2000,KAZ,158,17,104,3,4,0
1472,2000,KEN,59,6,24,2,3,2
1473,2000,KGZ,70,9,58,0,0,1
1474,2000,KOR,357,26,144,12,26,34
1475,2000,KSA,23,5,14,0,1,1
1476,2000,KUW,29,6,10,0,0,1
1477,2000,LAO,3,2,3,0,0,0
1478,2000,LAT,60,13,47,1,1,1
1479,2000,LBA,2,2,2,0,0,0
1480,2000,LBR,8,1,5,0,0,0
1481,2000,LCA,5,2,5,0,0,0
1482,2000,LES,5,3,5,0,0,0
1483,2000,LIB,5,4,5,0,0,0
1484,2000,LIE,2,2,2,0,0,0
1485,2000,LTU,77,15,50,2,0,15
1486,2000,LUX,9,4,8,0,0,0
1487,2000,MAD,13,4,10,0,0,0
1488,2000,MAR,52,9,27,0,1,4
1489,2000,MAS,54,9,32,0,0,0
1490,2000,MAW,2,1,2,0,0,0
1491,2000,MDA,34,7,33,0,1,1
1492,2000,MDV,4,2,4,0,0,0
1493,2000,MEX,98,19,67,1,2,3
1494,2000,MGL,23,6,21,0,0,0
1495,2000,MKD,15,5,15,0,0,1
1496,2000,MLI,5,3,5,0,0,0
1497,2000,MLT,7,5,7,0,0,0
1498,2000,MON,4,4,4,0,0,0
1499,2000,MOZ,4,2,4,1,0,0
1500,2000,MRI,26,8,20,0,0,0
1501,2000,MTN,2,1,2,0,0,0
1502,2000,MYA,7,4,7,0,0,0
1503,2000,NAM,16,6,16,0,0,0
1504,2000,NCA,4,3,4,0,0,0
1505,2000,NED,285,21,95,27,29,23
1506,2000,NEP,5,3,5,0,0,0
1507,2000,NGR,100,8,37,6,2,0
1508,2000,NOR,115,15,54,20,4,19
1509,2000,NRU,2,1,2,0,0,0
1510,2000,NZL,177,18,95,1,0,3
1511,2000,OMA,8,3,5,0,0,0
1512,2000,PAK,26,6,11,0,0,0
1513,2000,PAN,7,5,7,0,0,0
1514,2000,PAR,4,3,4,0,0,0
1515,2000,PER,22,7,12,0,0,0
1516,2000,PHI,20,8,20,0,0,0
1517,2000,PLE,2,2,2,0,0,0
1518,2000,PLW,4,3,4,0,0,0
1519,2000,PNG,2,2,2,0,0,0
1520,2000,POL,240,20,133,7,10,7
1521,2000,POR,64,13,50,0,0,2
1522,2000,PRK,46,10,33,0,1,3
1523,2000,PUR,38,10,31,0,0,0
1524,2000,QAT,18,5,13,0,0,1
1525,2000,ROU,252,16,116,27,6,13
1526,2000,RSA,161,17,68,0,2,3
1527,2000,RUS,598,30,238,66,66,54
1528,2000,RWA,2,2,2,0,0,0
1529,2000,SCG,124,13,49,11,1,13
1530,2000,SEN,32,6,15,0,0,0
1531,2000,SEY,8,5,8,0,0,0
1532,2000,SGP,23,4,20,0,0,0
1533,2000,SKN,4,1,4,0,0,0
1534,2000,SLO,90,13,53,3,0,0
1535,2000,SMR,4,3,4,0,0,0
1536,2000,SOL,1,1,1,0,0,0
1537,2000,SOM,2,1,2,0,0,0
1538,2000,SRI,23,4,16,0,1,0
1539,2000,STP,2,1,2,0,0,0
1540,2000,SUD,3,2,3,0,0,0
1541,2000,SUI,138,19,82,1,11,2
1542,2000,SUR,5,2,5,0,0,0
1543,2000,SVK,131,16,63,2,3,1
1544,2000,SWE,198,22,92,4,20,8
1545,2000,SWZ,6,4,6,0,0,0
1546,2000,SYR,8,4,7,0,0,0
1547,2000,TAN,4,1,2,0,0,0
1548,2000,TGA,3,2,3,0,0,0
1549,2000,THA,65,11,51,1,0,2
1550,2000,TJK,4,2,4,0,0,0
1551,2000,TKM,8,6,8,0,0,0
1552,2000,TOG,3,2,3,0,0,0
1553,2000,TPE,75,14,59,0,1,4
1554,2000,TTO,29,3,18,0,1,1
1555,2000,TUN,47,10,34,0,0,0
1556,2000,TUR,67,10,58,3,0,2
1557,2000,UAE,5,3,5,0,0,0
1558,2000,UGA,12,4,12,0,0,0
1559,2000,UKR,366,23,183,3,19,12
1560,2000,URU,17,7,16,0,1,0
1561,2000,USA,759,31,265,130,61,50
1562,2000,UZB,83,12,68,1,1,2
1563,2000,VAN,2,1,2,0,0,0
1564,2000,VEN,64,17,49,0,0,0
1565,2000,VIE,7,4,7,0,1,0
1566,2000,VIN,4,2,4,0,0,0
1567,2000,YEM,2,1,2,0,0,0
1568,2000,ZAM,6,3,6,0,0,0
1569,2000,ZIM,25,5,18,0,0,0
1570,2002,AND,5,1,4,0,0,0
1571,2002,ARG,26,5,17,0,0,0
1572,2002,ARM,14,3,13,0,0,0
1573,2002,AUS,41,5,20,2,0,0
1574,2002,AUT,148,12,40,3,4,13
1575,2002,AZE,2,1,1,0,0,0
1576,2002,BEL,13,3,7,0,0,0
1577,2002,BER,1,1,1,0,0,0
1578,2002,BIH,4,1,3,0,0,0
1579,2002,BLR,123,9,38,0,0,1
1580,2002,BRA,10,4,6,0,0,0
1581,2002,BUL,54,7,27,0,1,2
1582,2002,CAN,215,13,64,52,7,15
1583,2002,CHI,11,2,8,0,0,0
1584,2002,CHN,104,7,37,2,5,9
1585,2002,CMR,2,1,2,0,0,0
1586,2002,CRO,29,5,18,3,1,0
1587,2002,CYP,2,1,2,0,0,0
1588,2002,CZE,162,13,50,1,2,0
1589,2002,DEN,11,2,3,0,0,0
1590,2002,ESP,16,3,7,0,0,0
1591,2002,EST,51,5,20,1,1,1
1592,2002,FIJ,2,1,2,0,0,0
1593,2002,FIN,165,11,41,7,5,1
1594,2002,FRA,176,15,54,5,5,5
1595,2002,GBR,67,10,30,5,0,1
1596,2002,GEO,6,3,6,0,0,0
1597,2002,GER,257,14,68,26,23,12
1598,2002,GRE,15,5,15,0,0,0
1599,2002,HKG,5,1,3,0,0,0
1600,2002,HUN,46,7,30,0,0,0
1601,2002,IND,1,1,1,0,0,0
1602,2002,IRI,2,2,2,0,0,0
1603,2002,IRL,9,4,8,0,0,0
1604,2002,ISL,12,1,7,0,0,0
1605,2002,ISR,2,1,1,0,0,0
1606,2002,ISV,8,2,3,0,0,0
1607,2002,ITA,198,12,66,4,11,6
1608,2002,JAM,2,1,1,0,0,0
1609,2002,JPN,203,14,66,0,1,1
1610,2002,KAZ,99,7,32,0,0,0
1611,2002,KEN,2,1,2,0,0,0
1612,2002,KGZ,2,1,2,0,0,0
1613,2002,KOR,87,9,39,5,2,0
1614,2002,LAT,68,8,21,0,0,0
1615,2002,LIB,2,1,2,0,0,0
1616,2002,LIE,18,2,9,0,0,0
1617,2002,LTU,21,3,12,0,0,0
1618,2002,MDA,9,3,9,0,0,0
1619,2002,MEX,2,2,2,0,0,0
1620,2002,MGL,3,2,3,0,0,0
1621,2002,MKD,4,2,4,0,0,0
1622,2002,MON,7,1,2,0,0,0
1623,2002,NED,48,4,17,3,5,0
1624,2002,NEP,2,1,2,0,0,0
1625,2002,NOR,166,11,49,23,11,7
1626,2002,NZL,16,5,10,0,0,0
1627,2002,POL,54,9,27,0,1,1
1628,2002,ROU,41,8,26,0,0,0
1629,2002,RSA,4,1,4,0,0,0
1630,2002,RUS,240,15,62,6,5,27
1631,2002,SCG,8,2,5,0,0,0
1632,2002,SLO,88,8,32,0,0,4
1633,2002,SMR,1,1,1,0,0,0
1634,2002,SUI,167,13,52,3,7,14
1635,2002,SVK,79,10,34,0,0,0
1636,2002,SWE,159,11,47,0,2,24
1637,2002,THA,2,1,2,0,0,0
1638,2002,TJK,2,1,2,0,0,0
1639,2002,TPE,6,2,2,0,0,0
1640,2002,TTO,3,1,1,0,0,0
1641,2002,TUR,4,1,4,0,0,0
1642,2002,UKR,109,11,47,0,0,0
1643,2002,USA,311,15,78,10,58,15
1644,2002,UZB,2,1,2,0,0,0
1645,2002,VEN,4,1,2,0,0,0
1646,2004,AFG,4,3,4,0,0,0
1647,2004,AHO,3,2,3,0,0,0
1648,2004,ALB,7,4,7,0,0,0
1649,2004,ALG,69,10,57,0,0,0
1650,2004,AND,6,4,6,0,0,0
1651,2004,ANG,30,5,5,0,0,0
1652,2004,ANT,5,2,5,0,0,0
1653,2004,ARG,179,22,86,28,0,21
1654,2004,ARM,19,8,19,0,0,0
1655,2004,ARU,4,3,4,0,0,0
1656,2004,ASA,3,2,3,0,0,0
1657,2004,AUS,601,33,219,49,77,31
1658,2004,AUT,92,18,56,3,4,1
1659,2004,AZE,37,10,36,1,0,4
1660,2004,BAH,28,3,18,1,0,1
1661,2004,BAN,4,3,4,0,0,0
1662,2004,BAR,15,5,15,0,0,0
1663,2004,BDI,7,2,5,0,0,0
1664,2004,BEL,70,14,41,1,0,2
1665,2004,BEN,4,2,4,0,0,0
1666,2004,BER,10,6,7,0,0,0
1667,2004,BHU,2,1,2,0,0,0
1668,2004,BIH,11,8,11,0,0,0
1669,2004,BIZ,2,1,2,0,0,0
1670,2004,BLR,192,22,121,2,5,8
1671,2004,BOL,11,5,11,0,0,0
1672,2004,BOT,12,2,8,0,0,0
1673,2004,BRA,318,26,133,18,19,3
1674,2004,BRN,10,4,10,0,0,0
1675,2004,BRU,1,1,1,0,0,0
1676,2004,BUL,119,19,94,2,1,14
1677,2004,BUR,5,3,5,0,0,0
1678,2004,CAF,4,3,4,0,0,0
1679,2004,CAM,4,2,4,0,0,0
1680,2004,CAN,391,28,151,3,10,4
1681,2004,CAY,8,2,8,0,0,0
1682,2004,CGO,4,3,4,0,0,0
1683,2004,CHA,1,1,1,0,0,0
1684,2004,CHI,29,11,25,3,0,1
1685,2004,CHN,518,31,204,52,27,15
1686,2004,CIV,5,3,5,0,0,0
1687,2004,CMR,19,5,15,1,0,0
1688,2004,COD,6,2,4,0,0,0
1689,2004,COK,3,2,3,0,0,0
1690,2004,COL,69,15,59,0,0,2
1691,2004,COM,2,1,2,0,0,0
1692,2004,CPV,3,3,3,0,0,0
1693,2004,CRC,21,6,8,0,0,0
1694,2004,CRO,100,14,57,15,3,3
1695,2004,CUB,177,18,108,32,8,22
1696,2004,CYP,21,7,20,0,0,0
1697,2004,CZE,171,20,104,1,6,6
1698,2004,DEN,115,16,59,19,1,9
1699,2004,DMA,2,1,2,0,0,0
1700,2004,DOM,33,9,22,1,0,0
1701,2004,ECU,18,7,15,0,0,0
1702,2004,EGY,104,17,48,1,1,3
1703,2004,ERI,5,1,3,0,0,1
1704,2004,ESA,9,6,9,0,0,0
1705,2004,ESP,423,27,155,4,17,9
1706,2004,EST,45,10,34,0,1,2
1707,2004,ETH,27,2,12,2,3,2
1708,2004,FIJ,9,6,9,0,0,0
1709,2004,FIN,67,12,53,0,2,0
1710,2004,FRA,461,27,193,21,10,22
1711,2004,FSM,5,3,5,0,0,0
1712,2004,GAB,5,3,5,0,0,0
1713,2004,GAM,3,1,3,0,0,0
1714,2004,GBR,360,24,162,17,25,15
1715,2004,GBS,3,2,3,0,0,0
1716,2004,GEO,39,10,38,2,2,0
1717,2004,GEQ,2,1,2,0,0,0
1718,2004,GER,592,29,228,41,45,63
1719,2004,GHA,25,2,9,0,0,0
1720,2004,GRE,498,33,214,8,18,5
1721,2004,GRN,5,2,5,0,0,0
1722,2004,GUA,19,8,17,0,0,0
1723,2004,GUI,3,2,3,0,0,0
1724,2004,GUM,4,3,4,0,0,0
1725,2004,GUY,4,3,4,0,0,0
1726,2004,HAI,8,4,8,0,0,0
1727,2004,HKG,42,10,29,0,2,0
1728,2004,HON,5,4,5,0,0,0
1729,2004,HUN,258,20,138,24,12,4
1730,2004,INA,39,14,27,1,1,3
1731,2004,IND,81,14,43,0,1,0
1732,2004,IRI,37,10,35,2,2,2
1733,2004,IRL,53,9,31,0,0,0
1734,2004,IRQ,24,7,8,0,0,0
1735,2004,ISL,34,5,20,0,0,0
1736,2004,ISR,46,14,41,1,0,1
1737,2004,ISV,9,4,9,0,0,0
1738,2004,ITA,474,30,175,24,41,39
1739,2004,IVB,1,1,1,0,0,0
1740,2004,JAM,61,4,26,6,1,6
1741,2004,JOR,8,5,8,0,0,0
1742,2004,JPN,414,31,169,21,20,52
1743,2004,KAZ,130,17,95,1,4,3
1744,2004,KEN,46,4,16,1,4,2
1745,2004,KGZ,32,9,32,0,0,0
1746,2004,KIR,3,2,3,0,0,0
1747,2004,KOR,343,25,149,14,28,10
1748,2004,KSA,16,6,12,0,0,0
1749,2004,KUW,11,3,9,0,0,0
1750,2004,LAO,5,3,5,0,0,0
1751,2004,LAT,45,11,37,0,4,0
1752,2004,LBA,6,5,6,0,0,0
1753,2004,LBR,2,1,2,0,0,0
1754,2004,LCA,2,2,2,0,0,0
1755,2004,LES,3,2,3,0,0,0
1756,2004,LIB,5,3,5,0,0,0
1757,2004,LIE,1,1,1,0,0,0
1758,2004,LTU,70,13,44,1,2,0
1759,2004,LUX,14,6,10,0,0,0
1760,2004,MAD,8,5,8,0,0,0
1761,2004,MAR,57,9,28,2,1,0
1762,2004,MAS,38,11,31,0,0,0
1763,2004,MAW,4,2,4,0,0,0
1764,2004,MDA,33,8,31,0,0,0
1765,2004,MDV,4,2,4,0,0,0
1766,2004,MEX,137,20,68,0,3,1
1767,2004,MGL,21,7,21,0,0,1
1768,2004,MKD,13,5,13,0,0,0
1769,2004,MLI,8,4,5,0,0,0
1770,2004,MLT,7,5,7,0,0,0
1771,2004,MON,3,3,3,0,0,0
1772,2004,MOZ,4,2,4,0,0,0
1773,2004,MRI,9,5,9,0,0,0
1774,2004,MTN,2,1,2,0,0,0
1775,2004,MYA,2,2,2,0,0,0
1776,2004,NAM,10,5,9,0,0,0
1777,2004,NCA,6,3,6,0,0,0
1778,2004,NED,264,22,99,4,51,22
1779,2004,NEP,6,4,6,0,0,0
1780,2004,NGR,77,10,29,0,0,8
1781,2004,NIG,2,1,2,0,0,0
1782,2004,NOR,60,12,35,5,0,2
1783,2004,NRU,3,1,3,0,0,0
1784,2004,NZL,184,18,84,4,2,0
1785,2004,OMA,2,2,2,0,0,0
1786,2004,PAK,26,5,11,0,0,0
1787,2004,PAN,5,2,5,0,0,0
1788,2004,PAR,22,4,6,0,17,0
1789,2004,PER,14,10,14,0,0,0
1790,2004,PHI,20,6,20,0,0,0
1791,2004,PLE,3,2,3,0,0,0
1792,2004,PLW,4,3,4,0,0,0
1793,2004,PNG,6,3,6,0,0,0
1794,2004,POL,224,21,124,4,2,6
1795,2004,POR,93,16,63,0,2,1
1796,2004,PRK,71,9,34,0,4,1
1797,2004,PUR,52,15,38,0,0,0
1798,2004,QAT,15,4,14,0,0,0
1799,2004,ROU,193,16,88,23,5,11
1800,2004,RSA,128,20,68,4,3,3
1801,2004,RUS,593,29,235,48,46,95
1802,2004,RWA,4,2,4,0,0,0
1803,2004,SAM,3,2,3,0,0,0
1804,2004,SCG,96,14,39,0,13,0
1805,2004,SEN,21,6,17,0,0,0
1806,2004,SEY,10,7,10,0,0,0
1807,2004,SGP,22,6,16,0,0,0
1808,2004,SKN,2,1,2,0,0,0
1809,2004,SLE,2,1,2,0,0,0
1810,2004,SLO,102,10,66,0,2,3
1811,2004,SMR,5,3,5,0,0,0
1812,2004,SOL,2,1,2,0,0,0
1813,2004,SOM,2,1,2,0,0,0
1814,2004,SRI,8,3,8,0,0,0
1815,2004,STP,2,1,2,0,0,0
1816,2004,SUD,4,1,4,0,0,0
1817,2004,SUI,138,19,83,1,2,4
1818,2004,SUR,4,2,4,0,0,0
1819,2004,SVK,84,14,59,3,2,5
1820,2004,SWE,157,20,79,5,5,2
1821,2004,SWZ,3,2,3,0,0,0
1822,2004,SYR,6,5,6,0,0,1
1823,2004,TAN,9,1,6,0,0,0
1824,2004,TGA,5,4,5,0,0,0
1825,2004,THA,51,13,46,3,1,4
1826,2004,TJK,9,5,9,0,0,0
1827,2004,TKM,10,6,10,0,0,0
1828,2004,TLS,1,1,1,0,0,0
1829,2004,TOG,3,2,3,0,0,0
1830,2004,TPE,104,14,52,2,4,3
1831,2004,TTO,26,4,18,0,0,1
1832,2004,TUN,63,14,36,0,0,0
1833,2004,TUR,74,10,65,3,3,5
1834,2004,UAE,5,3,5,1,0,0
1835,2004,UGA,11,4,10,0,0,0
1836,2004,UKR,357,23,175,8,8,31
1837,2004,URU,18,6,16,0,0,0
1838,2004,USA,723,31,254,117,75,70
1839,2004,UZB,79,14,71,2,1,2
1840,2004,VAN,2,1,2,0,0,0
1841,2004,VEN,53,15,51,0,0,2
1842,2004,VIE,11,8,10,0,0,0
1843,2004,VIN,3,2,3,0,0,0
1844,2004,YEM,3,3,3,0,0,0
1845,2004,ZAM,6,3,6,0,0,0
1846,2004,ZIM,14,4,11,1,1,1
1847,2006,ALB,3,1,3,0,0,0
1848,2006,ALG,3,2,3,0,0,0
1849,2006,AND,10,2,7,0,0,0
1850,2006,ARG,17,5,13,0,0,0
1851,2006,ARM,9,3,5,0,0,0
1852,2006,AUS,45,10,31,1,0,1
1853,2006,AUT,132,12,42,16,7,7
1854,2006,AZE,2,1,1,0,0,0
1855,2006,BEL,8,3,6,0,0,0
1856,2006,BER,1,1,1,0,0,0
1857,2006,BIH,9,3,9,0,0,0
1858,2006,BLR,70,7,27,0,1,0
1859,2006,BRA,12,4,9,0,0,0
1860,2006,BUL,44,8,25,0,1,0
1861,2006,CAN,297,15,78,30,28,11
1862,2006,CHI,15,2,10,0,0,0
1863,2006,CHN,146,9,51,2,5,6
1864,2006,CRO,46,6,20,1,2,0
1865,2006,CYP,2,1,2,0,0,0
1866,2006,CZE,170,13,53,1,2,24
1867,2006,DEN,4,1,1,0,0,0
1868,2006,ESP,28,5,15,0,0,0
1869,2006,EST,63,6,28,3,0,0
1870,2006,ETH,1,1,1,0,0,0
1871,2006,FIN,140,11,36,0,34,7
1872,2006,FRA,159,10,55,3,2,10
1873,2006,GBR,54,9,30,0,1,0
1874,2006,GEO,4,2,4,0,0,0
1875,2006,GER,263,15,70,23,25,6
