,Year,NOC,Athletes,Sports,Events,Gold,Silver,Bronze
0,1960,AFG,16,2,13,0,0,0
1,1960,AHO,5,1,4,0,0,0
2,1960,ARG,116,15,54,0,3,1
3,1960,AUS,277,19,125,10,21,11
4,1960,AUT,141,18,83,1,2,0
5,1960,BAH,14,2,8,0,0,0
6,1960,BEL,150,16,64,0,2,2
7,1960,BER,7,1,3,0,0,0
8,1960,BRA,22,7,15,0,0,8
9,1960,BUL,185,13,67,1,3,3
10,1960,CAN,168,17,84,1,22,0
11,1960,CHI,19,4,11,0,0,0
12,1960,COL,22,5,12,0,0,0
13,1960,CUB,20,7,14,0,0,0
14,1960,DEN,108,14,47,2,17,4
15,1960,ESP,157,15,70,0,0,14
16,1960,ETH,15,2,8,1,0,0
17,1960,FIJ,3,1,3,0,0,0
18,1960,FIN,282,20,110,6,4,9
19,1960,FRA,383,24,135,0,6,7
20,1960,GBR,385,20,135,2,11,15
21,1960,GER,480,25,173,38,36,23
22,1960,GHA,14,2,11,0,1,0
23,1960,GRE,50,5,30,3,0,0
24,1960,GUY,5,2,5,0,0,0
25,1960,HKG,4,2,3,0,0,0
26,1960,HUN,311,18,107,13,15,37
27,1960,INA,22,7,12,0,0,0
28,1960,IND,48,5,19,0,13,0
29,1960,IRI,24,5,24,0,1,3
30,1960,IRL,63,8,39,0,0,0
31,1960,IRQ,8,3,7,0,0,0
32,1960,ISL,13,3,13,0,0,0
33,1960,ISR,41,6,26,0,0,0
34,1960,ITA,400,24,153,33,15,29
35,1960,JPN,349,24,116,9,10,12
36,1960,KEN,27,4,10,0,0,0
37,1960,KOR,49,9,38,0,0,0
38,1960,LBR,3,1,3,0,0,0
39,1960,LIB,24,7,17,0,0,0
40,1960,LIE,8,3,6,0,0,0
41,1960,LUX,117,10,48,0,0,0
42,1960,MAL,11,4,11,0,0,0
43,1960,MAR,41,7,21,0,1,0
44,1960,MEX,110,14,55,0,0,1
45,1960,MLT,13,4,6,0,0,0
46,1960,MON,13,3,6,0,0,0
47,1960,MYA,9,5,9,0,0,0
48,1960,NED,165,15,58,0,2,3
49,1960,NGR,15,2,12,0,0,0
50,1960,NOR,62,15,49,3,2,0
51,1960,NZL,39,8,27,2,0,1
52,1960,PAK,53,7,35,13,0,1
53,1960,PAN,8,3,4,0,0,0
54,1960,PER,33,3,8,0,0,0
55,1960,PHI,48,7,27,0,0,0
56,1960,POL,335,21,119,4,12,16
57,1960,POR,109,11,52,0,2,0
58,1960,PUR,29,6,13,0,0,0
59,1960,RHO,12,5,11,0,0,0
60,1960,ROU,156,13,65,3,1,11
61,1960,RSA,70,12,45,0,1,2
62,1960,SGP,5,3,3,0,1,0
63,1960,SMR,13,3,5,0,0,0
64,1960,SRI,5,4,5,0,0,0
65,1960,SUD,7,3,7,0,0,0
66,1960,SUI,220,18,93,0,6,6
67,1960,SWE,270,19,111,4,3,3
68,1960,TCH,217,16,79,4,8,11
69,1960,THA,24,4,16,0,0,0
70,1960,TPE,31,6,18,0,1,0
71,1960,TUN,56,7,22,0,0,0
72,1960,TUR,39,7,33,5,2,0
73,1960,UAR,1,1,1,0,0,0
74,1960,UGA,16,2,11,0,0,0
75,1960,URS,460,25,166,67,68,60
76,1960,URU,42,8,15,0,0,0
77,1960,USA,474,23,164,97,24,22
78,1960,VEN,53,9,25,0,0,1
79,1960,VNM,5,2,5,0,0,0
80,1960,WIF,20,5,13,0,0,5
81,1960,YUG,184,14,64,16,1,0
82,1960,ZIM,10,1,6,0,0,0
83,1964,AFG,2,1,2,0,0,0
84,1964,AHO,4,2,4,0,0,0
85,1964,ALG,7,1,7,0,0,0
86,1964,ARG,147,16,78,0,1,0
87,1964,AUS,349,19,127,8,3,26
88,1964,AUT,147,24,80,3,7,1
89,1964,BAH,12,2,6,2,0,0
90,1964,BEL,76,14,38,2,0,1
91,1964,BER,4,1,2,0,0,0
92,1964,BOL,1,1,1,0,0,0
93,1964,BRA,31,8,9,0,0,12
94,1964,BUL,123,11,56,3,4,2
95,1964,CAM,8,2,7,0,0,0
96,1964,CAN,241,21,108,2,3,2
97,1964,CGO,2,1,2,0,0,0
98,1964,CHA,2,1,2,0,0,0
99,1964,CHI,27,7,16,0,0,0
100,1964,CIV,8,2,8,0,0,0
101,1964,CMR,2,1,2,0,0,0
102,1964,COL,40,6,19,0,0,0
103,1964,CRC,1,1,1,0,0,0
104,1964,CUB,76,6,24,0,1,0
105,1964,DEN,76,12,45,7,1,4
106,1964,DOM,1,1,1,0,0,0
107,1964,EGY,5,3,3,0,0,0
108,1964,ESP,76,10,38,0,0,0
109,1964,ETH,19,3,11,1,0,0
110,1964,FIN,231,20,87,6,7,7
111,1964,FRA,248,18,103,4,16,17
112,1964,GBR,352,24,142,6,19,5
113,1964,GER,621,29,193,25,48,53
114,1964,GHA,36,3,14,0,0,1
115,1964,GRE,23,5,18,0,0,0
116,1964,HKG,50,7,24,0,0,0
117,1964,HUN,354,22,126,42,7,7
118,1964,IND,51,7,29,15,0,0
119,1964,IRI,102,12,61,0,0,2
120,1964,IRL,35,7,23,0,0,1
121,1964,IRQ,18,3,14,0,0,0
122,1964,ISL,6,3,6,0,0,0
123,1964,ISR,13,3,12,0,0,0
124,1964,ITA,331,27,115,14,30,17
125,1964,JAM,31,4,16,0,0,0
126,1964,JPN,535,29,177,32,5,25
127,1964,KEN,31,5,15,0,0,0
128,1964,KOR,242,18,95,0,2,1
129,1964,LBR,2,1,2,0,0,0
130,1964,LIB,11,3,6,0,0,0
131,1964,LIE,13,3,7,0,0,0
132,1964,LUX,27,7,18,0,0,0
133,1964,MAD,4,1,4,0,0,0
134,1964,MAR,5,3,4,0,0,0
135,1964,MAS,66,9,45,0,0,0
136,1964,MEX,128,15,58,0,0,1
137,1964,MGL,49,8,34,0,0,0
138,1964,MLI,2,1,2,0,0,0
139,1964,MON,1,1,1,0,0,0
140,1964,MYA,12,5,11,0,0,0
141,1964,NED,164,14,61,6,11,16
142,1964,NEP,2,1,2,0,0,0
143,1964,NGR,18,2,12,0,0,1
144,1964,NOR,73,14,38,1,3,3
145,1964,NZL,88,11,35,4,0,2
146,1964,PAK,44,7,26,0,16,0
147,1964,PAN,15,5,10,0,0,0
148,1964,PER,40,5,19,0,0,0
149,1964,PHI,69,10,45,0,1,0
150,1964,POL,323,20,111,10,13,23
151,1964,POR,22,7,18,0,0,0
152,1964,PRK,17,2,10,0,1,0
153,1964,PUR,45,8,29,0,0,0
154,1964,ROU,262,17,82,2,4,10
155,1964,SEN,14,1,7,0,0,0
156,1964,SRI,7,4,6,0,0,0
157,1964,SUI,220,22,76,1,3,1
158,1964,SWE,269,21,97,9,24,9
159,1964,TAN,4,1,4,0,0,0
160,1964,TCH,236,21,83,5,37,29
161,1964,THA,65,8,41,0,0,0
162,1964,TPE,96,7,46,0,0,0
163,1964,TTO,18,4,10,0,1,5
164,1964,TUN,10,2,8,0,1,1
165,1964,TUR,27,5,25,2,2,1
166,1964,UGA,19,2,14,0,0,0
167,1964,URS,547,27,181,87,69,58
168,1964,URU,24,4,8,0,0,1
169,1964,USA,619,29,190,96,39,42
170,1964,VEN,23,5,16,0,0,0
171,1964,VNM,21,5,14,0,0,0
172,1964,YUG,145,13,43,2,11,2
173,1964,ZAM,15,5,13,0,0,0
174,1964,ZIM,33,7,15,0,0,0
175,1968,AFG,5,1,5,0,0,0
176,1968,AHO,5,2,4,0,0,0
177,1968,ALG,9,2,9,0,0,0
178,1968,ARG,143,13,65,0,0,2
179,1968,AUS,230,19,112,5,35,11
180,1968,AUT,166,22,63,3,10,7
181,1968,BAH,22,3,12,0,0,0
182,1968,BAR,13,5,10,0,0,0
183,1968,BEL,104,13,54,0,1,2
184,1968,BER,6,2,4,0,0,0
185,1968,BIZ,7,4,6,0,0,0
186,1968,BOL,4,3,3,0,0,0
187,1968,BRA,89,13,27,0,1,3
188,1968,BUL,203,15,76,2,21,3
189,1968,CAN,389,23,154,4,4,22
190,1968,CHA,4,1,3,0,0,0
191,1968,CHI,32,5,24,0,0,0
192,1968,CIV,9,2,7,0,0,0
193,1968,CMR,5,2,5,0,1,0
194,1968,COD,8,1,2,0,0,0
195,1968,COL,62,5,33,0,0,0
196,1968,CRC,27,6,18,0,0,0
197,1968,CUB,227,13,78,0,10,0
198,1968,DEN,99,12,57,5,6,6
199,1968,DOM,24,5,16,0,0,0
200,1968,ECU,41,6,21,0,0,0
201,1968,EGY,22,4,12,0,0,0
202,1968,ESA,86,6,47,0,0,0
203,1968,ESP,147,14,53,0,0,0
204,1968,ETH,26,3,13,1,1,0
205,1968,FIN,221,20,85,2,4,6
206,1968,FRA,418,26,137,16,8,12
207,1968,FRG,569,27,189,19,19,23
208,1968,GBR,386,23,153,8,5,5
209,1968,GDR,418,27,149,15,22,20
210,1968,GHA,36,3,18,0,0,0
211,1968,GRE,42,9,27,0,0,1
212,1968,GUA,65,8,35,0,0,0
213,1968,GUI,1,1,1,0,0,0
214,1968,GUY,6,4,6,0,0,0
215,1968,HKG,25,3,12,0,0,0
216,1968,HON,6,1,4,0,0,0
217,1968,HUN,324,19,129,32,20,29
218,1968,INA,6,2,5,0,0,0
219,1968,IND,27,5,11,0,0,16
220,1968,IRI,19,4,16,2,1,2
221,1968,IRL,56,7,32,0,0,0
222,1968,IRQ,4,3,4,0,0,0
223,1968,ISL,23,4,16,0,0,0
224,1968,ISR,39,4,20,0,0,0
225,1968,ISV,1,1,1,0,0,0
226,1968,ITA,346,25,127,13,8,19
227,1968,JAM,34,5,20,0,1,0
228,1968,JPN,384,26,125,16,25,22
229,1968,KEN,46,4,20,3,5,2
230,1968,KOR,76,15,51,0,1,1
231,1968,LIB,17,7,14,0,0,0
232,1968,LIE,20,3,10,0,0,0
233,1968,LUX,7,5,7,0,0,0
234,1968,MAD,6,2,6,0,0,0
235,1968,MAR,16,5,10,0,0,0
236,1968,MAS,35,4,14,0,0,0
237,1968,MEX,442,20,146,3,3,3
238,1968,MGL,48,7,32,0,1,3
239,1968,MLI,2,2,2,0,0,0
240,1968,MLT,1,1,1,0,0,0
241,1968,MON,2,1,1,0,0,0
242,1968,MYA,4,2,3,0,0,0
243,1968,NCA,16,3,15,0,0,0
244,1968,NED,166,12,60,9,10,4
245,1968,NGR,46,3,18,0,0,0
246,1968,NOR,168,19,60,14,11,2
247,1968,NZL,80,9,32,5,0,2
248,1968,PAK,15,2,3,13,0,0
249,1968,PAN,16,3,5,0,0,0
250,1968,PER,33,8,21,0,0,0
251,1968,PHI,88,9,52,0,0,0
252,1968,POL,348,23,129,5,2,30
253,1968,POR,33,6,24,0,0,0
254,1968,PUR,99,10,54,0,0,0
255,1968,ROU,140,14,73,5,9,11
256,1968,SEN,17,2,9,0,0,0
257,1968,SGP,6,3,6,0,0,0
258,1968,SLE,4,2,4,0,0,0
259,1968,SMR,4,2,2,0,0,0
260,1968,SRI,3,3,3,0,0,0
261,1968,SUD,1,1,1,0,0,0
262,1968,SUI,217,19,87,0,5,17
263,1968,SUR,1,1,1,0,0,0
264,1968,SWE,298,22,126,7,11,7
265,1968,TAN,3,1,3,0,0,0
266,1968,TCH,271,22,87,8,26,16
267,1968,THA,45,6,18,0,0,0
268,1968,TPE,93,8,57,0,0,1
269,1968,TTO,25,5,14,0,0,0
270,1968,TUN,8,2,7,1,0,1
271,1968,TUR,35,6,23,2,0,0
272,1968,UGA,14,2,14,0,1,1
273,1968,URS,586,26,194,89,69,69
274,1968,URU,49,7,30,0,0,0
275,1968,USA,664,28,199,100,37,36
276,1968,VEN,30,5,17,1,0,0
277,1968,VNM,9,5,7,0,0,0
278,1968,YUG,176,15,66,13,14,2
279,1968,ZAM,4,1,4,0,0,0
280,1972,AFG,3,1,3,0,0,0
281,1972,AHO,2,2,2,0,0,0
282,1972,ALG,6,2,5,0,0,0
283,1972,ARG,129,13,65,0,1,0
284,1972,AUS,276,22,117,11,7,2
285,1972,AUT,210,23,88,1,3,4
286,1972,BAH,25,4,13,0,0,0
287,1972,BAR,13,4,9,0,0,0
288,1972,BEL,103,14,50,0,2,0
289,1972,BEN,2,1,2,0,0,0
290,1972,BER,9,3,4,0,0,0
291,1972,BIZ,2,1,2,0,0,0
292,1972,BOL,14,3,9,0,0,0
293,1972,BRA,104,13,44,0,0,2
294,1972,BUL,237,17,97,6,10,6
295,1972,BUR,1,1,1,0,0,0
296,1972,CAM,17,3,14,0,0,0
297,1972,CAN,412,24,161,0,3,9
298,1972,CGO,7,1,5,0,0,0
299,1972,CHA,2,2,2,0,0,0
300,1972,CHI,10,4,8,0,0,0
301,1972,CIV,10,2,6,0,0,0
302,1972,CMR,16,3,10,0,0,0
303,1972,COL,72,8,39,0,1,2
304,1972,CRC,4,3,4,0,0,0
305,1972,CUB,200,14,69,3,1,18
306,1972,DEN,151,17,71,1,0,0
307,1972,DOM,5,3,4,0,0,0
308,1972,ECU,4,2,4,0,0,0
309,1972,EGY,26,5,16,0,0,0
310,1972,ESA,8,2,7,0,0,0
311,1972,ESP,165,17,60,1,0,1
312,1972,ETH,40,3,20,0,0,2
313,1972,FIJ,4,1,4,0,0,0
314,1972,FIN,216,22,96,3,10,7
315,1972,FRA,370,26,154,2,6,17
316,1972,FRG,709,33,215,48,21,43
317,1972,GAB,1,1,1,0,0,0
318,1972,GBR,493,25,181,8,9,12
319,1972,GDR,523,25,183,35,67,69
320,1972,GHA,37,3,17,0,0,1
321,1972,GRE,71,10,48,0,2,0
322,1972,GUA,11,3,10,0,0,0
323,1972,GUY,4,2,4,0,0,0
324,1972,HAI,7,1,7,0,0,0
325,1972,HKG,18,5,13,0,0,0
326,1972,HUN,366,21,134,10,46,25
327,1972,INA,6,4,6,0,0,0
328,1972,IND,42,7,26,0,0,14
329,1972,IRI,65,8,36,0,2,1
330,1972,IRL,84,12,54,0,0,0
331,1972,ISL,25,4,11,0,0,0
332,1972,ISR,17,7,14,0,0,0
333,1972,ISV,15,4,9,0,0,0
334,1972,ITA,411,28,144,12,8,14
335,1972,JAM,51,6,27,0,0,1
336,1972,JPN,422,30,146,30,20,9
337,1972,KEN,66,4,27,5,3,4
338,1972,KOR,53,9,30,0,1,0
339,1972,KSA,14,1,11,0,0,0
340,1972,KUW,3,2,3,0,0,0
341,1972,LBR,5,1,5,0,0,0
342,1972,LES,2,1,2,0,0,0
343,1972,LIB,38,10,25,0,1,0
344,1972,LIE,21,5,17,0,0,0
345,1972,LUX,7,4,6,0,0,0
346,1972,MAD,13,2,10,0,0,0
347,1972,MAR,20,5,16,0,0,0
348,1972,MAS,36,5,19,0,0,0
349,1972,MAW,16,2,16,0,0,0
350,1972,MEX,275,20,110,0,1,0
351,1972,MGL,47,9,43,0,1,0
352,1972,MLI,3,2,3,0,0,0
353,1972,MLT,3,2,2,0,0,0
354,1972,MON,5,2,4,0,0,0
355,1972,MYA,19,4,7,0,0,0
356,1972,NCA,10,3,10,0,0,0
357,1972,NED,182,18,71,4,4,4
358,1972,NGR,33,2,21,0,0,1
359,1972,NOR,275,23,99,4,10,11
360,1972,NZL,73,13,40,9,2,1
361,1972,PAK,23,4,9,0,15,0
362,1972,PAN,5,3,5,0,0,0
363,1972,PAR,2,2,2,0,0,0
364,1972,PER,28,7,22,0,0,0
365,1972,PHI,71,9,45,0,0,0
366,1972,POL,484,30,167,28,8,11
367,1972,POR,34,7,26,0,0,0
368,1972,PRK,89,10,26,1,1,12
369,1972,PUR,57,9,34,0,0,0
370,1972,ROU,267,20,109,3,10,27
371,1972,SEN,31,5,17,0,0,0
372,1972,SGP,9,3,9,0,0,0
373,1972,SMR,7,2,4,0,0,0
374,1972,SOM,4,1,4,0,0,0
375,1972,SRI,6,2,6,0,0,0
376,1972,SUD,2,1,2,0,0,0
377,1972,SUI,344,23,132,7,11,7
378,1972,SUR,3,2,3,0,0,0
379,1972,SWE,285,27,120,5,11,10
380,1972,SWZ,4,2,4,0,0,0
381,1972,SYR,5,3,4,0,0,0
382,1972,TAN,20,2,14,0,0,0
383,1972,TCH,335,23,107,3,21,25
384,1972,THA,36,7,21,0,0,0
385,1972,TOG,6,3,4,0,0,0
386,1972,TPE,52,11,43,0,0,0
387,1972,TTO,35,4,16,0,0,0
388,1972,TUN,33,5,11,0,1,0
389,1972,TUR,50,8,43,0,1,0
390,1972,UGA,35,3,19,1,1,0
391,1972,URS,626,31,212,143,53,57
392,1972,URU,20,5,12,0,0,0
393,1972,USA,719,31,216,72,77,46
394,1972,VEN,32,4,26,0,0,0
395,1972,VNM,1,1,1,0,0,0
396,1972,YUG,238,19,76,15,1,2
397,1972,ZAM,12,2,12,0,0,0
398,1976,AHO,2,1,2,0,0,0
399,1976,AND,3,2,2,0,0,0
400,1976,ANT,14,1,8,0,0,0
401,1976,ARG,94,12,47,0,0,0
402,1976,AUS,266,22,119,0,15,7
403,1976,AUT,139,23,66,1,2,3
404,1976,BAH,16,2,10,0,0,0
405,1976,BAR,17,2,11,0,0,0
406,1976,BEL,147,16,78,0,3,6
407,1976,BER,20,3,12,0,0,1
408,1976,BIZ,3,2,3,0,0,0
409,1976,BOL,5,4,5,0,0,0
410,1976,BRA,87,12,46,0,0,3
411,1976,BUL,258,15,110,8,13,18
412,1976,CAN,527,30,186,1,7,15
413,1976,CAY,2,1,1,0,0,0
414,1976,CHI,9,4,8,0,0,0
415,1976,CIV,6,1,5,0,0,0
416,1976,CMR,2,1,1,0,0,0
417,1976,COL,43,7,30,0,0,0
418,1976,CRC,10,4,9,0,0,0
419,1976,CUB,193,14,75,6,4,14
420,1976,DEN,80,14,39,3,0,5
421,1976,DOM,11,3,10,0,0,0
422,1976,ECU,7,3,7,0,0,0
423,1976,EGY,26,4,7,0,0,0
424,1976,ESP,159,15,69,0,6,0
425,1976,FIJ,2,1,2,0,0,0
426,1976,FIN,187,22,89,9,12,1
427,1976,FRA,330,25,143,5,7,9
428,1976,FRG,535,30,191,23,32,51
429,1976,GBR,368,24,163,7,15,8
430,1976,GDR,504,25,167,114,57,56
431,1976,GRE,39,8,33,0,0,0
432,1976,GUA,28,5,8,0,0,0
433,1976,HAI,14,2,14,0,0,0
434,1976,HKG,48,6,25,0,0,0
435,1976,HON,3,1,2,0,0,0
436,1976,HUN,288,18,110,14,6,35
437,1976,INA,7,4,7,0,0,0
438,1976,IND,24,4,8,0,0,0
439,1976,IRI,107,10,53,0,1,1
440,1976,IRL,57,10,32,0,0,0
441,1976,ISL,6,2,6,0,0,0
442,1976,ISR,31,9,16,0,0,0
443,1976,ISV,20,6,17,0,0,0
444,1976,ITA,356,28,144,3,27,4
445,1976,JAM,36,3,18,1,1,0
446,1976,JPN,403,30,142,25,6,10
447,1976,KOR,59,6,35,1,1,15
448,1976,KSA,19,1,13,0,0,0
449,1976,KUW,16,3,12,0,0,0
450,1976,LIB,3,2,3,0,0,0
451,1976,LIE,21,4,17,0,0,2
452,1976,LUX,5,4,5,0,0,0
453,1976,MAR,8,2,8,0,0,0
454,1976,MAS,25,5,9,0,0,0
455,1976,MEX,128,17,52,1,0,1
456,1976,MGL,32,5,29,0,1,0
457,1976,MON,7,2,3,0,0,0
458,1976,NCA,11,4,11,0,0,0
459,1976,NED,174,13,60,1,4,15
460,1976,NEP,1,1,1,0,0,0
461,1976,NOR,159,18,73,5,10,1
462,1976,NZL,90,13,46,15,1,9
463,1976,PAK,19,4,4,0,0,16
464,1976,PAN,9,5,9,0,0,0
465,1976,PAR,3,3,3,0,0,0
466,1976,PER,14,2,3,0,0,0
467,1976,PHI,17,6,17,0,0,0
468,1976,PNG,9,3,8,0,0,0
469,1976,POL,379,27,141,18,29,26
470,1976,POR,23,6,20,0,2,0
471,1976,PRK,40,8,21,1,1,0
472,1976,PUR,95,12,65,0,0,1
473,1976,ROU,278,15,98,4,27,23
474,1976,SEN,29,4,23,0,0,0
475,1976,SGP,4,4,4,0,0,0
476,1976,SMR,10,3,7,0,0,0
477,1976,SUI,176,20,59,2,9,8
478,1976,SUR,3,1,3,0,0,0
479,1976,SWE,241,23,117,9,1,2
480,1976,TCH,333,25,105,2,22,9
481,1976,THA,58,10,32,0,0,1
482,1976,TPE,5,3,4,0,0,0
483,1976,TTO,19,2,9,1,0,0
484,1976,TUN,15,3,4,0,0,0
485,1976,TUR,33,10,30,0,0,0
486,1976,URS,641,31,218,145,96,85
487,1976,URU,5,4,5,0,0,0
488,1976,USA,660,29,225,73,61,40
489,1976,VEN,42,6,27,0,1,0
490,1976,YUG,110,16,55,2,14,3
491,1980,AFG,11,2,11,0,0,0
492,1980,ALG,57,9,27,0,0,0
493,1980,AND,5,2,4,0,0,0
494,1980,ANG,17,3,14,0,0,0
495,1980,ARG,4,2,4,0,0,0
496,1980,AUS,196,18,97,6,2,5
497,1980,AUT,154,22,69,4,5,3
498,1980,BEL,87,11,54,1,0,0
499,1980,BEN,7,1,7,0,0,0
500,1980,BOL,3,1,3,0,0,0
501,1980,BOT,8,1,8,0,0,0
502,1980,BRA,148,14,72,4,0,5
503,1980,BUL,401,23,155,8,43,39
504,1980,CAN,57,8,22,0,1,0
505,1980,CGO,10,2,6,0,0,0
506,1980,CHN,10,3,8,0,0,0
507,1980,CMR,23,5,17,0,0,0
508,1980,COL,28,3,7,0,0,0
509,1980,CRC,34,5,17,0,0,0
510,1980,CUB,287,19,92,8,7,5
511,1980,CYP,17,4,15,0,0,0
512,1980,DEN,60,13,30,4,2,2
513,1980,DOM,5,2,5,0,0,0
514,1980,ECU,13,4,10,0,0,0
515,1980,ESP,214,19,79,2,19,3
516,1980,ETH,48,3,26,2,0,2
517,1980,FIN,210,23,95,4,6,11
518,1980,FRA,243,19,101,18,5,7
519,1980,FRG,114,10,34,0,2,6
520,1980,GBR,368,20,164,6,18,24
521,1980,GDR,564,25,193,130,96,69
522,1980,GRE,47,9,32,1,0,4
523,1980,GUA,10,5,7,0,0,0
524,1980,GUI,6,3,6,0,0,0
525,1980,GUY,10,3,10,0,0,1
526,1980,HUN,393,22,152,8,15,40
527,1980,IND,61,8,27,16,0,0
528,1980,IRL,56,11,38,0,2,1
529,1980,IRQ,22,3,9,0,0,0
530,1980,ISL,9,2,8,0,0,0
531,1980,ITA,250,26,110,8,24,8
532,1980,JAM,32,2,15,0,0,3
533,1980,JOR,6,1,3,0,0,0
534,1980,JPN,79,10,27,0,1,0
535,1980,KOR,14,1,9,0,0,0
536,1980,KUW,42,5,17,0,0,0
537,1980,LAO,19,3,16,0,0,0
538,1980,LES,7,1,6,0,0,0
539,1980,LIB,5,4,5,0,0,1
540,1980,LIE,10,2,8,2,2,0
541,1980,LUX,3,2,3,0,0,0
542,1980,MAD,17,4,17,0,0,0
543,1980,MEX,73,12,42,0,1,9
544,1980,MGL,60,9,44,0,2,2
545,1980,MLI,3,3,3,0,0,0
546,1980,MLT,10,3,4,0,0,0
547,1980,MOZ,1,1,1,0,0,0
548,1980,MYA,2,2,2,0,0,0
549,1980,NCA,6,3,6,0,0,0
550,1980,NED,146,12,66,0,3,5
551,1980,NEP,9,3,8,0,0,0
552,1980,NGR,39,4,21,0,0,0
553,1980,NOR,83,7,28,1,5,8
554,1980,NZL,5,2,5,0,0,0
555,1980,PER,38,5,26,0,0,0
556,1980,POL,457,26,175,3,25,22
557,1980,POR,18,6,17,0,0,0
558,1980,PRK,121,8,40,0,3,2
559,1980,PUR,3,1,3,0,0,0
560,1980,ROU,365,24,139,7,15,46
561,1980,SEN,34,4,19,0,0,0
562,1980,SEY,21,2,15,0,0,0
563,1980,SLE,29,2,16,0,0,0
564,1980,SMR,16,5,10,0,0,0
565,1980,SRI,4,1,1,0,0,0
566,1980,SUI,154,19,68,4,4,3
567,1980,SWE,310,27,134,6,8,29
568,1980,SYR,5,4,5,0,0,0
569,1980,TAN,45,3,22,0,2,0
570,1980,TCH,389,28,137,17,18,17
571,1980,TTO,15,1,5,0,0,0
572,1980,UGA,14,2,12,0,1,0
573,1980,URS,757,32,236,199,154,129
574,1980,USA,144,10,38,24,4,1
575,1980,VEN,43,7,20,0,1,0
576,1980,VIE,38,4,31,0,0,0
577,1980,YUG,194,21,78,12,27,17
578,1980,ZAM,14,2,10,0,0,0
579,1980,ZIM,51,10,30,15,0,0
580,1984,AHO,9,2,8,0,0,0
581,1984,ALG,20,4,10,0,0,0
582,1984,AND,8,2,4,0,0,0
583,1984,ANT,26,2,16,0,0,0
584,1984,ARG,150,17,82,0,0,0
585,1984,AUS,350,27,151,7,14,31
586,1984,AUT,216,27,98,1,1,2
587,1984,BAH,31,4,23,0,0,0
588,1984,BAN,2,1,2,0,0,0
589,1984,BAR,22,5,13,0,0,0
590,1984,BEL,95,16,54,1,2,2
591,1984,BEN,3,1,3,0,0,0
592,1984,BER,13,5,10,0,0,0
593,1984,BHU,6,1,2,0,0,0
594,1984,BIZ,13,3,7,0,0,0
595,1984,BOL,16,6,12,0,0,0
596,1984,BOT,8,2,6,0,0,0
597,1984,BRA,185,17,81,1,29,2
598,1984,BRN,3,2,3,0,0,0
599,1984,BUL,33,5,11,0,0,0
600,1984,CAF,3,2,3,0,0,0
601,1984,CAN,641,31,220,20,36,32
602,1984,CAY,14,2,7,0,0,0
603,1984,CGO,10,1,7,0,0,0
604,1984,CHA,3,1,3,0,0,0
605,1984,CHI,25,8,23,0,0,0
606,1984,CHN,350,22,120,24,13,37
607,1984,CIV,12,3,10,0,1,0
608,1984,CMR,18,5,14,0,0,1
609,1984,COD,3,1,3,0,0,0
610,1984,COL,39,7,30,0,1,0
611,1984,CRC,22,7,20,0,0,0
612,1984,CYP,22,5,13,0,0,0
613,1984,DEN,74,11,33,0,3,10
614,1984,DJI,2,1,1,0,0,0
615,1984,DOM,7,3,6,0,0,0
616,1984,ECU,15,6,14,0,0,0
617,1984,EGY,124,12,70,0,1,0
618,1984,ESA,14,5,14,0,0,0
619,1984,ESP,270,27,113,2,14,3
620,1984,FIJ,26,5,22,0,0,0
621,1984,FIN,187,21,96,8,5,18
622,1984,FRA,386,27,161,20,17,33
623,1984,FRG,691,35,231,33,76,57
624,1984,GAB,4,2,4,0,0,0
625,1984,GAM,14,1,9,0,0,0
626,1984,GBR,575,27,215,11,20,42
627,1984,GDR,105,8,31,13,13,7
628,1984,GEQ,5,1,5,0,0,0
629,1984,GHA,27,2,17,0,0,0
630,1984,GRE,86,13,53,0,1,1
631,1984,GRN,2,2,2,0,0,0
632,1984,GUA,53,9,40,0,0,0
633,1984,GUI,1,1,1,0,0,0
634,1984,GUY,12,3,12,0,0,0
635,1984,HAI,1,1,1,0,0,0
636,1984,HKG,87,10,47,0,0,0
637,1984,HON,3,1,3,0,0,0
638,1984,HUN,16,4,8,0,0,0
639,1984,INA,23,6,16,0,0,0
640,1984,IND,52,7,30,0,0,0
641,1984,IRL,52,10,32,0,1,0
642,1984,IRQ,3,2,2,0,0,0
643,1984,ISL,45,7,23,0,0,1
644,1984,ISR,65,11,46,0,0,0
645,1984,ISV,50,6,30,0,0,0
646,1984,ITA,462,31,181,31,6,28
647,1984,IVB,12,2,7,0,0,0
648,1984,JAM,73,5,35,0,5,2
649,1984,JOR,14,2,11,0,0,0
650,1984,JPN,440,31,176,10,9,31
651,1984,KEN,41,5,21,1,0,1
652,1984,KOR,276,23,112,6,28,7
653,1984,KSA,16,2,2,0,0,0
654,1984,KUW,25,5,13,0,0,0
655,1984,LBR,10,1,7,0,0,0
656,1984,LES,5,2,4,0,0,0
657,1984,LIB,24,8,17,0,0,0
658,1984,LIE,23,6,15,0,0,1
659,1984,LUX,5,3,4,0,0,0
660,1984,MAD,5,2,5,0,0,0
661,1984,MAR,27,5,12,2,0,0
662,1984,MAS,26,5,12,0,0,0
663,1984,MAW,23,3,16,0,0,0
664,1984,MEX,158,19,90,2,3,1
665,1984,MGL,12,1,3,0,0,0
666,1984,MLI,2,2,2,0,0,0
667,1984,MLT,7,5,6,0,0,0
